timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_usableArea;obj_galleryAd;obj_energyEfficiencyClass;obj_lastRefurbish;obj_rentSubsidy;obj_noParkSpaces;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_groupnumber
2020-05-11 12:14:03.433324;Berlin;gas_heating;;216206;n;n;https://pictures.immobilienscout24.de/listings/7ebed482-e69a-4716-8a32-988d2f813466-1366889052.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.77;;;;1902;;10.77;117995403;gas;n;false;;y;Berlin;y;10;1;57 b;;5.67;135;Berlin;10117;well_kept;normal;false;;no_information;"Geschwister-Scholl Stra&szlig;e";n;;;Geschwister-Scholl_Straße;apartment;10117;5;;n;2,active;;Deutschland;standard;;wohnung_kauf;n;1;;;001.216206;998000;profile0;5;5;true;n;showqualicontactform;n;n;Mitte_Mitte;117995403;6;Berlin;/expose/117995403;"['Verkauft wird einen großzügige Altbauwohnung mit ca. 135 m². Die Wohnung befindet sich in einem Einzeldenkmal aus dem Jahre 1903.\nDas ehemals Königliche Dienstwohngebäude besteht aus einem Vorderhaus, Seitenflügel und zwei Quergebäuden.\nDie architektonische Gestaltung des Gebäudes ist in neobarocken Formen gehalten. Das Eingangsportal ist mit Säulen gerahmt und verweist im Wappenfeld des Eingangsbvereiches mit den Initialen ""R"" und ""W"" (REX WILHELM) und der Königskrone auf den Königlichen Kronfideikommiss als Bauherrn.\n\nAktuell ist die Wohnung durch die Eigentümer bewohnt. Bezugsfrei ist die Wohnung Ende 2021.', '- original Holzdielen\n- modernes Hauptbad\n- Bad mit Fesnster\n- Gästetoilette\n- Gasetagenheizung\n- hohe Räume\n- Kamin', 'Berlin Mitte \nDas Wohnhaus befindet sich zwischen der Museumsinsel, der Prachtstraße ""Unter den Linden"" und der Friedrichstraße.\nDie Wohnung befindet sich im ruhigem 2. Hinterhof in der ertsen Etage.', 'Besichtigungen können gern kurzfristig unter 0176 321 435 349 abgestimmt werden.']";5;disabled;;1998;400;;;;
2020-05-11 12:14:03.776865;Berlin;central_heating;ONE_YEAR_FREE;17447362;n;y;https://pictures.immobilienscout24.de/listings/2e8480b6-63b3-45e8-a2dd-9f6eae0f0d81-1367432639.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;9.06;40 MBit/s;telekom_layer_magenta_l;über VDSL;1996;REGULAR;9.06;117996853;oil;n;false;MagentaZuhause L;y;Berlin;y;8;5;no_information;energy_consumption;3.44;81.68;Berlin;14129;first_time_use_after_refurbishment;sophisticated;false;100 MBit/s;outside;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;14129;3;135;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008169514;479000;profile0;3;3;true;n;showqualicontactform;n;n;Nikolassee_Zehlendorf;2007;4;Berlin;/expose/117996853;['Die zum Verkauf stehende 3-Zimmer-Wohnung befindet sich in einem ca. im Jahre 1964 im baujahrtypisch errichteten Mehrfamilienhaus in ruhiger Lage.\n\nDie Wohnung verfügt über 3 Zimmer sowie Küche und Badezimmer (Wannenbad). \n\nDer vom Wohnzimmer aus begehbare Balkon ist nach Süden ausgerichtet und bietet einen Grünblick.\n\nAlle Zimmer, auch das Badezimmer, sind lichtdurchflutet.\n\nDie Eigentumswohnung liegt komplett ruhig im Berliner Bezirk Nikolassee.\n\nDie Wohneinheit wurde aufwändig und detailliert kernsaniert. Neben einem neuen Fußbodenbelag wurde auch die Elektrounterverteilung teilweise erneuert, die Wände gespachtelt und geschliffen, das Bad komplett neu gestaltet, LED-Spots eingebaut und nur Markenhersteller verbaut.\n\nZur Wohnung gehört neben einem großzügigen Kellerabteil auch ein Pkw-Stellplatz auf dem Parkplatz.', '+ Kunststoffisolierglasfenster\n+ neuer Vinylfußboden im Holzoptik\n+ neues und modern gestaltetes Wannenbad\n+ neue Zimmertüren\n+ teilmodernisierte Elektroanlage in der Wohnung\n+ erneuerte Abwasser- und Frischwasserleitungen in der Wohnung\n+ LED-Spot-Beleuchtung im Flur, Bad und Küche\n+ gespachtelte Wände\n+ Kellerabteil\n+ Pkw-Stellplatz auf dem Parkplatz', 'Das angebotene Objekt liegt im begehrten Südwesten Berlins, im wald- und wasserreichen Bezirk Zehlendorf OT Nikolassee. \n\nNikolassee zählt zu einer der besten Wohnlagen Berlins und bietet Ihnen einen hohen Wohn- und Erholungsfaktor trotz Nähe zur Berliner City-West. Kindergärten, Grundschulen sowie weiterführende Bildungseinrichtungen befinden sich in unmittelbarer Nähe. \n\nAuch die John F. Kennedy School Berlin befindet sich unweit der hier angebotenen Immobilie. \n\nAlle Einkaufsmöglichkeiten für den täglichen Bedarf sind nahegelegen und größtenteils fußläufig erreichbar.', 'Besichtigungstermine finden nur nach individueller Absprache und Terminvereinbarung statt. Grundvoraussetzung für eine Terminvereinbarung ist die Übersendung Ihrer vollständigen Kontaktdaten. Wir bitten daher um Ihr Verständnis, dass Anfragen ohne Nennung Ihrer postalischen Adresse sowie gültigen Telefonnummer nicht bearbeitet werden. \n\nDer gesetzlich geforderte Energieausweis liegt bei Besichtigung vor.\n\nWir sind bemüht, die vorstehenden Informationen zum Objekt so genau wie möglich zusammenzustellen. Wir weisen Sie dennoch darauf hin, dass alle Angaben zum Objekt von unserem Auftraggeber oder einem Dritten stammen, für deren Vollständigkeit, Richtigkeit und Aktualität wir keine Gewähr übernehmen.'];;;E;2020;;1;;;
2020-05-11 12:14:04.262544;Berlin;central_heating;;216206;n;y;https://pictures.immobilienscout24.de/listings/a8a552fe-30b7-45f9-8f6c-904be190b4fe-1366888792.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;11.14;;;;2017;;11.14;117995077;district_heating;y;false;;y;Berlin;y;11;9;no_information;energy_required;6.17;207;Berlin;10409;mint_condition;luxury;false;;underground_garage;no_information;y;;;no_information;penthouse;10409;5;76;n;2,active;;Deutschland;standard;;wohnung_kauf;n;5;;false;001.216206;1399000;profile0;5;5;true;n;showqualicontactform;y;n;Prenzlauer_Berg_Prenzlauer_Berg;117995077;7;Berlin;/expose/117995077;['Dieses elegant geschnittene Penthouse befindet sich in einem modernen und hochwertigen Mehrfamilienhaus in ruhiger Lage. \n\nMit dem geräumigen Fahrstuhl gelangen Sie direkt zur privaten Eingangstür des Appartements.\n\nGroßflächig installierte und bodentiefe Fenster mit Thermoverglasung, versprechen lichtdurchflutete Räume.\n\nNeben der ausgiebigen Balkonfläche bietet die Dachterrasse einen tollen 360-Grad-Blick über Berlin, inklusive Sicht auf den Fernsehturm.\n\nDas Wohnhaus verfügt insgesamt über fünf Etagen plus Dachgeschoß und bietet neben optional erwerbbarem Tiefgaragenstellplatz, eine Gemeinschaftssauna zum Entspannen im Keller.', '- Eichenparkett\n- bulthaupt Einbauküche\n- hohe Räume\n- 3-Fachverglassung\n- große Glasfronten\n- große Terrasse\n- Aufdachterrasse\n- Personenaufzug\n- Keller\n- Tiefgarage (optional)\n- aktuell keine Einbauküche', 'ca. 50m Supermarkt (EDEKA)\nca. 50m Bushaltestelle ( Bus 158 und 255) \nca. 400m Tram Haltestelle (12 / 50/ M2/ M13)\nca. 600m Biomarkt', 'Fragen und Besichtigungen können gern unter 0172-3261193 abgestimmt werden.'];5;disabled;C;2018;;1;;;
2020-05-11 12:14:04.597852;Berlin;district_heating;ONE_YEAR_FREE;216206;n;y;https://pictures.immobilienscout24.de/listings/86574c5b-0710-4f38-948a-95f064df1d5e-1366888963.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;10.64;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;1996;WITH_HYBRID;10.64;117995269;district_heating;n;false;MagentaZuhause M Hybrid (2);y;Berlin;y;7;5;no_information;;6.15;88.5;Berlin;13088;mint_condition;sophisticated;false;16 MBit/s;underground_garage;no_information;n;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;no_information;roof_storey;13088;3;;n;2,active;true;Deutschland;standard;50 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;001.216206;395000;profile0;2;3;true;n;showqualicontactform;n;n;Weißensee_Weißensee;117995269;4;Berlin;/expose/117995269;['Die Wohnung befindet sich in einer kleinen Stadtvilla im obersten Geschoß. Alle Zimmer sind sep. vom Flur zu begehen. Insgesamt besitzt die Wohnung 4 Balkone wobei zwei direkten unverbaubar auf Wasser blicken.', 'lichtdurchflutete Wohnung\nalter Fußboden wurde professinell entfernt\nWannenbad mit Tageslicht\nbegehbarer Kleiderschrank\n4 Balkone\nhohe Räume\nkeine Durchgangszimmer\nKellerraum\nEventuell ist auch der Erwerb eines Tiefgarageplatzes denkbar', 'Unmittelbat an den Bitburger Teichen gelegen, in einer kleinen Stadtvilla. Das Umfeld ist von kleinen Stadtvillen und Einfamilienhäusern geprägt'];90;disabled;;2020;400;1;10 MBit/s;50 MBit/s;
2020-05-11 12:14:05.041759;Berlin;central_heating;ONE_YEAR_FREE;76007;n;y;https://pictures.immobilienscout24.de/listings/e544deee-6345-4000-a65b-d87ee88e5883-1366906242.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;1905;REGULAR;11.14;117998849;gas;n;true;MagentaZuhause L;y;Berlin;n;6;1;no_information;energy_consumption;6.17;72.6;Berlin;10437;well_kept;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;ground_floor;10437;3;89;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.76007;270000;profile0;4;3;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;70076;3;Berlin;/expose/117998849;"['Bitte vervollständigen Sie das Anfrageformular mit Ihrem Namen, um ein ausführliches Exposé mit Lagebezeichnung zu erhalten und um ggfs. einen Besichtigungstermin zu vereinbaren. Herzlichen Dank!\r\n\r\nDie von uns hier exklusiv angebotene Eigentumswohnung befindet sich in einem schönen Altbau aus der Jahrhundertwende, der ca. 2004 umfassend kernsaniert wurde. Das Haus verfügt insgesamt über 43 Wohneinheiten inklusive dem nachträglich ausgebauten Dachgeschoss. Die Wohnung selbst liegt im Erdgeschoss zur ruhigen Hofseite. Sie wurde ebenfalls kernsaniert und ist in einem gepflegten Zustand. \r\n\r\nDie vorhandene Wohnfläche von ca. 73,60 m² teilt sich auf in eine Diele/Flur, ein Wannenbad mit Fenster und 3 geräumige Zimmer. im Esszimmer gibt es integriert eine offene Küche sowie den Zugang auf die Südost-Terrasse. In der Diele und den Zimmern ist ein schöner Dielenboden vorhanden. Sämtliche Fenster in der Wohnung wurden im Rahmen der Kernsanierung durch moderne Doppel-Isolierglasfenster in Kunststoffrahmen ersetzt. \r\nDie genaue Raumaufteilung entnehmen Sie bitte dem beigefügten Grundriss.\r\n\r\nDie Beheizung und Warmwasseraufbereitung erfolgen über eine Gaszentralheizung.\r\nEin eigenes Kellerabteil gehört ebenfalls zu der Wohnung.\r\n\r\nDie Immobilie ist langjährig solide vermietet. Die jährlichen Mieteinnahmen betragen ca. 7.638,24 EUR zzgl. Vorauszahlungen für Betriebs- und Heizkosten. Die Aufteilung ist bereits ca. im Jahr 2004 vorgenommen worden. \r\n\r\nDas monatliche Hausgeld beläuft sich auf ca. 220,82 EUR und beinhaltet neben den allgemeinen Hausnebenkosten die Heizkosten sowie die Zuführung zur Instandhaltungsrücklage.\r\n', 'Die hier angebotene Wohnung befindet sich im beliebten Helmholtzkiez im Prenzlauer Berg – in einem der beliebtesten Bezirke der Hauptstadt. \r\nKein anderer Stadtteil Berlins hat weltweit so viel Bekanntheit erreicht wie der ""Prenzelberg"" mit seiner vielfältigen Kultur- und Gastronomieszene. Das Szeneviertel ist sowohl bei Berlinern als auch bei Zugezogenen seit Jahren wegen seiner zentralen Lage, seines Kiezcharakters und der guten Infrastruktur sehr gefragt. Der Helmholtzplatz - Mittelpunkt des Kiezes - liegt gegenüber der Immobilie.\r\n\r\nDie Anbindung an den öffentlichen Nahverkehr ist optimal: In wenigen Minuten gelangt man zur S-Bahnstation Prenzlauer Allee (S8, S41, S42 und S85) sowie zu diversen Tram- und Buslinien.']";;;C;;220.82;;;;5101
2020-05-11 12:14:05.374722;Berlin;no_information;ONE_YEAR_FREE;18591667;n;y;https://pictures.immobilienscout24.de/listings/095cb053-7835-49b7-b46b-a226e19b9588-1366894273.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;16.54;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;16.54;117995301;;y;false;MagentaZuhause L;y;Berlin;y;9;;no_information;;8.84;86;Berlin;12049;first_time_use_after_refurbishment;luxury;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;12049;3;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.03f8f11d-4e59-457f-aa44-e36dcbd35d51;558000;profile0;3;3;true;y;showqualicontactform;n;n;Neukölln_Neukölln;117995301;4;Berlin;/expose/117995301;['Es steht eine einzigartige Stuckaltbau 3 zimmer-Dachgeschosswohnung mit Baugenehmigung für ein Balkon zum Verkauf. Die Wohnung hat ein perfekten Aufteilung somit ist die für Familien oder auch für WG geeignet. Außerdem hat die Wohnung eine moderne gehobene Einbauküche (inkl. Spülmaschine und Kühlschrank) und ein großzügiges Mamor-Duschbad. Jeder Tür und Fenster tragen die zeichnungen aus der Jugendstil und die Böden in den Zimmer und Flur sind massive Dielenboden. Eine Baugenehmigung von Balkon Anbau ist vorhanden. Damit wird die einzigartige Stuckaltbau-Dachgeschosswohnung ein perfektes zukünftige Zu Hause sein!', 'Jugendstil Flügeltür\noriginale Flügel Holzfenster\nmassive dielböden\nBalkon (zukünftig)\nEinbauküche\nKühlschrank und E Geräte (Elektroherd, Spülmaschine etc..)', 'Die Wohnung liegt Nähe am Tempelhofer Feld im angesagten Szenebezierk Neukölln. Unmittelbarer der Wohnung findet man unzählige Restaurants und Cafés. Einkaufsmöglichkeiten und Freizeitangebote.\nDie U-Bahn-Station Karl-Marx-Str oder Bahnhof Neukölln sind fußläufig in 5-10 Minuten erreichbar.', 'Die Wohnung ist ab sofort bezugsfrei und kann besichtigt werden.\nZu der Wohnung gehört ein großzügiges trocken Keller.'];86;;;2019;250;;;;
2020-05-11 12:14:05.758459;Berlin;central_heating;ONE_YEAR_FREE;1012017;n;y;https://pictures.immobilienscout24.de/listings/cbcc3926-951f-42ae-9cbb-b493e18f0a9c-1366895124.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;25;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1964;REGULAR;11.37;117995785;oil;y;false;MagentaZuhause L;n;Berlin;y;7;2;18;energy_consumption;5.8;65;Berlin;10707;fully_renovated;normal;false;100 MBit/s;outside;"Z&auml;hringerstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Zähringerstraße;apartment;10707;3;179;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1012017;389500;profile0;5;3;true;y;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;117995785;3;Berlin;/expose/117995785;"['Schöne Wohnung, hell und sonnig, gut geschnitten; Balkon nach Süden. Schlafzimmer nach hinten zum ruhigen Hof. Badezimmer mit Fenster. Ruhiges, gepflegtes Haus. Fahrstuhl. Vordere Fassade frisch gemacht. Beste Wilmersdorfer Lage in der Zähringerstraße (Nebenstraße); zentral - 5 Gehminuten vom Kurfürstendamm (Höhe Adenauerplatz) und Olivaer Platz. Mit anderen Worten: eine Lage, wie man sie sich in Berlin nur wünschen kann.', 'Parkett, Kunststoffenster; gefliestes Wannenbad mit Fenster; Kabelfernseh-Anschluß vorhanden. Einbauküche mit Kühl-Gefrier-Kombination, Waschmaschine und Geschirrspüler.', 'Sehr gepflegte, gehobene und beliebte Wohngegend mit Geschäften und Einkaufsmöglichkeiten auch für den täglichen Bedarf, Restaurants und Cafés. Gegenüber Bioladen mit Kaffee und leckerem Frühstück.', 'Verkauf von privat an privat - Makler sind nicht erwünscht.']";2.5;;;2016;244;1;;;
2020-05-11 12:14:06.269706;Berlin;no_information;ONE_YEAR_FREE;18332233;n;y;https://pictures.immobilienscout24.de/listings/58ed62eb-4b47-4fee-8d81-d7d52d0c0fb9-1366987914.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;10.29;40 MBit/s;telekom_layer_magenta_l;über VDSL;1993;REGULAR;10.29;117997821;;y;false;MagentaZuhause L;y;Berlin;n;8;5;no_information;;4.11;88;Berlin;12527;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;12527;3;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01009150487;499500;profile0;;3;true;n;;n;n;Grünau_Köpenick;117997821;4;Berlin;/expose/117997821;['Diese wunderschöne und lichtdurchflutete Wohnung befindet sich im Dachgeschoss. Ebenso gehört zu der Wohnung ein PKW-Stellplatz und ein Bootsliegeplatz. Sie befindet sich direkt am Wasser.', 'Schmöckwitz gehört zum Berliner Bezirk Treptow-Köpenick. Das ehemalige Fischerdorf liegt umschlossen von Wald und Wasser und ist heute ein beliebtes Naherholungsziel. Die Vorteile dieses Standortes sind ganz klar der Blick auf den Seddiner See, die Nähe vom Stadtzentrum\nBerlin (mit dem Auto 20 min) und die vorhandene gute Infrastruktur. Straßenbahn und Bus sind in wenigen Minuten zu erreichen. Dennoch erwartet Sie hier eine ruhige Wohnlage, da keine Hauptverkehrsstraßen den Standort tangieren.', 'Sie möchten den Wert Ihrer Immobilie oder Ihres Grundstücks wissen?\nSie möchten den Verkaufshorizont selbst bestimmen?\nSie möchten unkompliziert und stressfrei verkaufen? \n\nIhre Objektunterlagen sind nicht vollständig? Sie sollten bei der Vermarktung Ihrer Immobilie weder auf Glück noch auf Hoffnung setzen! \n\nBerlin First! Wir wissen wie es geht! Ihr starker und kompetenter Partner an Ihrer Seite.\n\n- Kostenfreie Wertermittlung mit Preisstrategie-Analyse\n- Diskreter Immobilienverkauf mit unserem Secret-Service \n- Kostenlose Prüfung Ihrer Immobilienunterlagen\n- Beschaffung fehlender Dokumente, die für den Immobilienverkauf von hoher Bedeutung sind \n- Sie müssen sich um nichts kümmern!\n\nInformieren Sie sich auf unserer Webseite unter http://www.berlin-first.de oder nehmen Sie telefonisch unter 030-54-86-06-90 Kontakt zu unserer Bewertungs-Hotline auf.'];;;;;;;;;
2020-05-11 12:14:06.644847;Berlin;no_information;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/98fa6250-ab23-4176-a7a3-b2960aa98898-1366899205.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;11.73;117997752;gas;y;false;MagentaZuhause L;y;Berlin;y;8;1;4;energy_consumption;5.75;86.74;Berlin;12167;no_information;no_information;false;100 MBit/s;no_information;"Stephanstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Stephanstraße;apartment;12167;3;141;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;439000;profile0;5;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;Stephan4_6;4;Berlin;/expose/117997752;"['- Altbau, Baujahr ca. 1910', '- Süd-Balkon und Loggia\n- Parkett/Dielen\n- Stuck\n- Flügeltür\n- Altbaufenster/Altbautüren mit Messingbeschlägen\n- Einbauküche\n- 2. Obergeschoss', 'Der Altbau liegt in einer Seitenstraße in Berlin-Steglitz unweit vom Stadtpark Steglitz. \n\nDer S-Bahnhof und Regionalbahnhof „Südende"" (S2, S25, S26) oder diversen Buslinien in der Halskestraße sind innerhalb weniger Minuten erreichbar.', 'Der Anbau eines Aufzugs ist in der Teilungserklärung genehmigt.']";;;E;;;;;;3
2020-05-11 12:14:06.969643;Berlin;gas_heating;ONE_YEAR_FREE;18332233;n;y;https://pictures.immobilienscout24.de/listings/ca2f3734-c08b-4927-96a8-71cff3fe5d1c-1366911873.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.14;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;1906;WITH_HYBRID;11.14;117999552;gas;y;false;MagentaZuhause M Hybrid (2);y;Berlin;y;5;1;13;;6.17;42;Berlin;10437;well_kept;no_information;false;16 MBit/s;no_information;Ystader Str.;n;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;Ystader_Str.;apartment;10437;1;;n;2,active;true;Deutschland;top;50 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;002.01009150487;249000;profile0;;1;true;n;;n;n;Prenzlauer_Berg_Prenzlauer_Berg;117999552;2;Berlin;/expose/117999552;['Diese sehr gepflegte und schöne Altbauwohnung befindet sich im zweiten Obergeschoss eines 1906 gebauten Wohnhauses, das nur wenige Gehminuten vom beliebten Mauerpark entfernt ist. Sie verfügt über ein großzügig geschnittenes Zimmer, ein gepflegtes, Tageslicht durchflutetes Bad (+ Dusche mit hochwertiger Glasschiebetür) sowie einen zum Entspannen einladenden Balkon und teilt sich auf ca. 42 m² Wohnfläche auf. Diese Wohnung besticht durch ihre sehr gefragte und einmalige Lage und befindet sich in einem sehr guten Zustand. Die mit Dielenböden ausgestattete Wohnung wird samt Küchenzeile und Keller übergeben.', 'Diese Wohnung befindet sich am Mauerpark - In diesem Viertel wird Ihnen eine einzigartige Vielfalt geboten.  Erholung im Mauerpark, Kultur auf der Museumsinsel, Shopping auf der Friedrichstraße, Events in der Max-Schmeling-Halle oder einfach nur die Café- und Restaurant-Kultur im Kiez genießen.  Die Anbindung an öffentlichen Nahverkehr ist hervorragend, sodass man innerhalb wenigen Minuten zum Hackeschen Markt oder zum Alexander Platz kommt.', 'Unter dem gegebenen Anlass möchten wir Sie darüber informieren, das Besichtigungen der Immobilien weiterhin möglich sind. Da uns die Gesundheit unserer Verkäufer und Kaufinteressenten sehr am Herzen liegt, wird bei der Besichtigung der angebotenen Immobilie, der Eigentümer nicht anwesend sein, sondern ausschließlich der Immobilien-Experte und maximal 2 weitere Personen, immer unter Einhaltung des Mindestabstandes.\n\n\nSie möchten den Wert Ihrer Immobilie oder Ihres Grundstücks wissen?\nSie möchten den Verkaufshorizont selbst bestimmen?\nSie möchten unkompliziert und stressfrei verkaufen?\n\nIhre Objektunterlagen sind nicht vollständig? Sie sollten bei der Vermarktung Ihrer Immobilie weder auf Glück noch auf Hoffnung setzen!\n\nBerlin First! Wir wissen wie es geht! Ihr starker und kompetenter Partner an Ihrer Seite.\n\n- Kostenfreie Wertermittlung mit Preisstrategie-Analyse\n- Diskreter Immobilienverkauf mit unserem Secret-Service\n- Kostenlose Prüfung Ihrer Immobilienunterlagen\n- Beschaffung fehlender Dokumente, die für den Immobilienverkauf von hoher Bedeutung sind\n- Sie müssen sich um nichts kümmern!\n\nInformieren Sie sich auf unserer Webseite unter http://www.berlin-first.de oder nehmen Sie telefonisch unter 030-54-86-06-90 Kontakt zu unserer Bewertungs-Hotline auf.'];;;;;;;10 MBit/s;50 MBit/s;
